siteID,plotID,individualID,year,AGBJenkins,AGBChojnacky,AGBAnnighofer,growth_AGBJenkins,growth_cumu_AGBJenkins,growth_AGBChojnacky,growth_cumu_AGBChojnacky,growth_AGBAnnighofer,growth_cumu_AGBAnnighofer,stemDiameter,height,plantStatus,corrected_is_dead,gapFilling,scientificName,taxonID,genus,family,taxonRank,pointID,stemDistance,stemAzimuth
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00308,2015,117.142114617425,80.3387482332625,0.0,,6.081699058789444,,4.568645341520984,,0.0,17.5,,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,173.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00308,2021,152.59811200926,106.934582256756,0.0,5.909332898639168,6.081699058789444,4.4326390039155825,4.568645341520984,0.0,0.0,19.5,9.6,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,173.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00308,2022,160.360381129515,112.82928938993,0.0,7.7622691202549845,6.081699058789444,5.894707133173995,4.568645341520984,0.0,0.0,19.9,10.3,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,173.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00308,2023,165.6664324676276,116.78590621222611,0.0,5.30605133811261,6.081699058789444,3.9566168222961124,4.568645341520984,0.0,0.0,19.4,10.0,"Live, insect damaged",False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,173.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00314,2015,55.1555214536069,48.6540192773061,0.0,,6.276015054230443,,5.151547729245309,,0.0,14.0,,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,5.1,146.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00314,2021,86.7100304652822,74.6538353976152,0.0,5.259084835279217,6.276015054230443,4.333302686718183,5.151547729245309,0.0,0.0,16.8,7.3,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,5.1,146.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00314,2022,102.901115154287,87.7832722915005,0.0,16.191084689004796,6.276015054230443,13.129436893885298,5.151547729245309,0.0,0.0,18.0,7.9,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,5.1,146.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00314,2023,104.6009442232371,89.2527173293729,0.0,1.6998290689500948,6.276015054230443,1.4694450378724042,5.151547729245309,0.0,0.0,16.2,8.2,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,5.1,146.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00315,2015,59.1490229321741,51.981364258078,0.0,,2.2700534941450576,,1.875319734539879,,0.0,14.4,,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,6.0,145.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00315,2021,79.2277722036011,68.5431448640156,0.0,3.346458211904501,2.2700534941450576,2.7602967676562664,1.875319734539879,0.0,0.0,16.2,3.2,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,6.0,145.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00315,2022,71.0028796995916,61.7899385256705,0.0,-8.224892504009503,2.2700534941450576,-6.753206338345102,1.875319734539879,0.0,0.0,15.5,3.1,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,6.0,145.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00315,2023,78.11675442365413,67.64765490923446,0.0,7.113874724062526,2.2700534941450576,5.857716383563961,1.875319734539879,0.0,0.0,14.7,3.2,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,6.0,145.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00318,2015,80.3764052755604,53.4578483168963,0.0,,2.262003661185182,,1.6389329259820018,,0.0,15.0,,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,4.4,116.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00318,2021,92.6751848272553,62.3569340743527,0.0,2.0497965919491485,2.262003661185182,1.4831809595760663,1.6389329259820018,0.0,0.0,15.9,4.9,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,4.4,116.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00318,2022,97.0062074134916,65.5144486727928,0.0,4.331022586236301,2.262003661185182,3.1575145984400947,1.6389329259820018,0.0,0.0,16.2,5.6,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,4.4,116.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00318,2023,98.31327926311496,66.45249774994772,0.0,1.3070718496233695,2.262003661185182,0.938049077154929,1.6389329259820018,0.0,0.0,15.0,5.3,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,4.4,116.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00319,2015,15.1896945582454,8.82010191815937,0.0,,-2.057958617568732,,-1.1949815502022372,,0.0,12.6,,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,115.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00319,2021,0.0,0.0,0.0,-2.5316157597075666,-2.057958617568732,-1.470016986359895,-1.1949815502022372,0.0,0.0,13.5,3.7,Standing dead,True,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,115.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00319,2022,0.0,0.0,0.0,0.0,-2.057958617568732,0.0,-1.1949815502022372,0.0,0.0,13.3,1.5,Standing dead,True,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,115.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00319,2023,0.0,0.0,0.0,0.0,-2.057958617568732,0.0,-1.1949815502022372,0.0,0.0,13.1,1.4,Standing dead,True,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,57,3.4,115.2
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00321,2015,0.0,0.0,0.0,,0.0,,0.0,,0.0,130.7,,Standing dead,True,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,8.0,108.1
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00321,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,3.8,Standing dead,True,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,8.0,108.1
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00321,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.9,4.5,Standing dead,True,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,8.0,108.1
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00321,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.4,3.4,Standing dead,True,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,8.0,108.1
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00322,2015,276.287072710288,223.52545770045,0.0,,11.60791425557765,,8.824292633422402,,0.0,26.8,,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,9.0,160.8
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00322,2021,333.164557346674,266.846299050203,0.0,9.479580772730998,11.60791425557765,7.220140224958835,8.824292633422402,0.0,0.0,28.9,8.8,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,9.0,160.8
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00322,2022,365.523723060005,291.311077666146,0.0,32.35916571333104,11.60791425557765,24.464778615942976,8.824292633422402,0.0,0.0,30.0,9.7,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,9.0,160.8
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00322,2023,367.5541366427751,292.91668446148105,0.0,2.030413582770109,11.60791425557765,1.6056067953350635,8.824292633422402,0.0,0.0,29.4,10.3,Live,False,ORIGINAL,Abies lowiana (Gordon & Glend.) A. Murray bis,ABLO,Abies,Pinaceae,species,57,9.0,160.8
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00323,2015,0.0,0.0,0.0,,995.8513950462045,,956.8309091782684,,0.0,100.8,,Standing dead,True,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,5.0,337.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00323,2021,7499.44881770887,7218.09632896825,0.0,1249.9081362848117,995.8513950462045,1203.0160548280417,956.8309091782684,0.0,0.0,96.0,6.5,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,5.0,337.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00323,2022,7442.3125957024,7158.64127229496,0.0,-57.136222006469325,995.8513950462045,-59.45505667329053,956.8309091782684,0.0,0.0,95.7,6.5,Standing dead,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,5.0,337.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00323,2023,7251.130146283482,6958.546639060194,0.0,-191.18244941891862,995.8513950462045,-200.09463323476575,956.8309091782684,0.0,0.0,95.7,,,False,FILLED,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,5.0,337.0
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00324,2015,233.302546228699,169.243213181787,0.0,,2.2703985113025147,,1.7857835454427569,,0.0,23.2,,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,1.6,344.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00324,2021,248.322105611162,181.056858174716,0.0,2.5032598970771667,2.2703985113025147,1.9689408321548332,1.7857835454427569,0.0,0.0,23.8,4.6,"Live, physically damaged",False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,1.6,344.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00324,2022,248.322105611162,181.056858174716,0.0,0.0,2.2703985113025147,0.0,1.7857835454427569,0.0,0.0,23.8,4.9,"Live, physically damaged",False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,1.6,344.4
TEAK,TEAK_045,NEON.PLA.D17.TEAK.00324,2023,251.64038035844987,183.66684951036314,0.0,3.3182747472878873,2.2703985113025147,2.6099913356471234,1.7857835454427569,0.0,0.0,23.6,3.6,Live,False,ORIGINAL,Abies magnifica A. Murray bis,ABMA,Abies,Pinaceae,species,49,1.6,344.4
