siteID,plotID,individualID,year,AGBJenkins,AGBChojnacky,AGBAnnighofer,growth_AGBJenkins,growth_cumu_AGBJenkins,growth_AGBChojnacky,growth_cumu_AGBChojnacky,growth_AGBAnnighofer,growth_cumu_AGBAnnighofer,stemDiameter,height,plantStatus,corrected_is_dead,gapFilling,scientificName,taxonID,genus,family,taxonRank,pointID,stemDistance,stemAzimuth
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00001,2016,117.515984879206,113.036688420474,0.0,,-2.194340167234479,,-2.109948984095078,,0.0,16.2,,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,49,2.6,140.1
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00001,2017,45.7987442694099,43.9372447823004,0.0,-71.71724060979611,-2.194340167234479,-69.0994436381736,-2.109948984095078,0.0,0.0,11.0,8.2,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,49,2.6,140.1
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00001,2018,177.708150586367,171.132137346956,0.0,131.9094063169571,-2.194340167234479,127.1948925646556,-2.109948984095078,0.0,0.0,19.2,8.3,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,49,2.6,140.1
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00001,2019,66.2317155494387,63.6052276186052,0.0,-111.4764350369283,-2.194340167234479,-107.5269097283508,-2.109948984095078,0.0,0.0,12.8,2.4,"Live, broken bole",False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,49,2.6,140.1
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00002,2016,173.235746445548,166.813354245753,0.0,,34.775377666373814,,33.60264535311119,,0.0,19.0,,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,5.7,211.3
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00002,2017,201.085983591102,193.711751543693,0.0,27.85023714555402,34.775377666373814,26.898397297939994,33.60264535311119,0.0,0.0,20.2,7.0,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,5.7,211.3
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00002,2018,267.136749897871,257.544566953016,0.0,66.05076630676902,34.775377666373814,63.83281540932299,33.60264535311119,0.0,0.0,22.7,8.2,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,5.7,211.3
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00002,2019,267.136749897871,257.544566953016,0.0,0.0,34.775377666373814,0.0,33.60264535311119,0.0,0.0,22.7,8.0,"Live, physically damaged",False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,5.7,211.3
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00003,2016,63.7407951962617,61.2065324297387,0.0,,-2.4070153332640016,,-2.317520928101243,,0.0,12.6,,"Live,  other damage",False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,1.4,245.5
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00003,2017,88.2229294629901,84.7922419578444,0.0,24.482134266728394,-2.4070153332640016,23.585709528105696,-2.317520928101243,0.0,0.0,14.4,4.9,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,1.4,245.5
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00003,2018,58.9267645297337,56.5714905735359,0.0,-29.296164933256392,-2.4070153332640016,-28.2207513843085,-2.317520928101243,0.0,0.0,12.2,4.2,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,1.4,245.5
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00003,2019,65.48279906313383,62.88837979750406,0.0,6.556034533400123,-2.4070153332640016,6.316889223968161,-2.317520928101243,0.0,0.0,12.2,,,False,FILLED,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,1.4,245.5
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00004,2016,669.053425695804,646.685923980363,0.0,,20.318819474911912,,19.69739374771541,,0.0,33.1,,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,7.6,247.4
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00004,2017,704.01924006238,680.579620969162,0.0,34.96581436657607,20.318819474911912,33.89369698879898,19.69739374771541,0.0,0.0,33.8,10.2,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,7.6,247.4
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00004,2018,771.75966886271,746.256190001441,0.0,67.74042880032994,20.318819474911912,65.67656903227908,19.69739374771541,0.0,0.0,35.1,11.4,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,7.6,247.4
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00004,2019,714.202681012067,690.451713461988,0.0,-57.55698785064294,20.318819474911912,-55.80447653945305,19.69739374771541,0.0,0.0,34.0,9.8,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,7.6,247.4
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00005,2016,46.8188445250131,44.9186470090751,0.0,,0.9175505591616713,,0.8827320371631295,,0.0,11.1,,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,8.9,228.2
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00005,2017,58.9267645297337,56.5714905735359,0.0,12.107920004720604,0.9175505591616713,11.652843564460795,0.8827320371631295,0.0,0.0,12.2,2.5,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,8.9,228.2
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00005,2018,55.4615381144916,53.2357538086892,0.0,-3.4652264152420997,0.9175505591616713,-3.3357367648466933,0.8827320371631295,0.0,0.0,11.9,2.1,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,8.9,228.2
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00005,2019,51.0324218606327,48.9729993879011,0.0,-4.429116253858901,0.9175505591616713,-4.262754420788106,0.8827320371631295,0.0,0.0,11.5,3.9,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,51,8.9,228.2
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00006,2016,63.7407951962617,61.2065324297387,0.0,,3.091172391486539,,2.9772014011160977,,0.0,12.6,,Live,False,ORIGINAL,Quercus stellata Wangenh.,QUST,Quercus,Fagaceae,species,41,4.5,271.7
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00006,2017,68.7790866715438,66.0585441594021,0.0,5.038291475282094,3.091172391486539,4.852011729663403,2.9772014011160977,0.0,0.0,13.0,6.6,Live,False,ORIGINAL,Quercus stellata Wangenh.,QUST,Quercus,Fagaceae,species,41,4.5,271.7
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00006,2018,68.7790866715438,66.0585441594021,0.0,0.0,3.091172391486539,0.0,2.9772014011160977,0.0,0.0,13.0,5.6,Live,False,ORIGINAL,Quercus stellata Wangenh.,QUST,Quercus,Fagaceae,species,41,4.5,271.7
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00006,2019,74.0447031678835,71.1305371001257,0.0,5.265616496339703,3.091172391486539,5.0719929407235895,2.9772014011160977,0.0,0.0,13.4,10.1,Live,False,ORIGINAL,Quercus stellata Wangenh.,QUST,Quercus,Fagaceae,species,41,4.5,271.7
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00007,2016,513.900742539396,496.35427646241,0.0,,33.870711276145286,,32.814502138060405,,0.0,29.7,,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,4.3,359.0
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00007,2017,548.249400189421,529.625861040398,0.0,34.34865765002496,33.870711276145286,33.27158457798805,32.814502138060405,0.0,0.0,30.5,11.3,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,4.3,359.0
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00007,2018,649.542594646238,627.775466528662,0.0,101.29319445681699,33.870711276145286,98.149605488264,32.814502138060405,0.0,0.0,32.7,11.0,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,4.3,359.0
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00007,2019,593.038715307608,573.01941509319,0.0,-56.503879338629986,33.870711276145286,-54.756051435472045,32.814502138060405,0.0,0.0,31.5,9.6,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,4.3,359.0
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00014,2017,26.1325516038943,0.0,0.0,,-13.06627580194715,,0.0,,0.0,10.1,6.4,Live,False,ORIGINAL,Unknown plant,2PLANT,,,kingdom,49,3.0,134.8
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00014,2018,26.7798543996179,0.0,0.0,0.6473027957236006,-13.06627580194715,0.0,0.0,0.0,0.0,10.2,6.2,Live,False,ORIGINAL,Unknown plant,2PLANT,,,kingdom,49,3.0,134.8
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00014,2019,0.0,0.0,0.0,-26.7798543996179,-13.06627580194715,0.0,0.0,0.0,0.0,10.8,4.9,Standing dead,True,ORIGINAL,Unknown plant,2PLANT,,,kingdom,49,3.0,134.8
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00027,2016,38.1092177562497,36.5414935766635,0.0,,5.640967997039931,,5.427173382163571,,0.0,10.2,,"Live, physically damaged",False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,7.5,297.8
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00027,2017,39.0250859870374,37.4221677069952,0.0,0.9158682307877015,5.640967997039931,0.8806741303316983,5.427173382163571,0.0,0.0,10.3,4.6,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,7.5,297.8
CLBJ,CLBJ_009,NEON.PLA.D11.CLBJ.00027,2018,39.9537962737662,38.315249369516,0.0,0.9287102867288013,5.640967997039931,0.8930816625208067,5.427173382163571,0.0,0.0,10.4,5.1,Live,False,ORIGINAL,Quercus marilandica Münchh.,QUMA3,Quercus,Fagaceae,species,41,7.5,297.8
