siteID,plotID,individualID,year,AGBJenkins,AGBChojnacky,AGBAnnighofer,growth_AGBJenkins,growth_cumu_AGBJenkins,growth_AGBChojnacky,growth_cumu_AGBChojnacky,growth_AGBAnnighofer,growth_cumu_AGBAnnighofer,stemDiameter,height,plantStatus,corrected_is_dead,gapFilling,scientificName,taxonID,genus,family,taxonRank,pointID,stemDistance,stemAzimuth
PUUM,PUUM_031,NEON.PLA.D20.PUUM.00033,2019,25.0987130839974,0.0,0.0,,,,,,,10.1,8.1,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,,,
PUUM,PUUM_031,NEON.PLA.D20.PUUM.00035,2018,35.1068610859636,0.0,0.0,,0.031080745582535485,,0.0,,0.0,12.3,8.1,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,51,3.0,253.5
PUUM,PUUM_031,NEON.PLA.D20.PUUM.00035,2019,39.083538449513,0.0,0.0,3.976677363549399,0.031080745582535485,0.0,0.0,0.0,0.0,13.1,9.2,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,51,3.0,253.5
PUUM,PUUM_031,NEON.PLA.D20.PUUM.00035,2020,39.083538449513,0.0,0.0,0.0,0.031080745582535485,0.0,0.0,0.0,0.0,13.1,8.9,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,51,3.0,253.5
PUUM,PUUM_031,NEON.PLA.D20.PUUM.00035,2023,36.5774636865319,0.0,0.0,-0.8353582543270335,0.031080745582535485,0.0,0.0,0.0,0.0,12.6,7.4,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,51,3.0,253.5
PUUM,PUUM_045,NEON.PLA.D20.PUUM.00110,2018,25.0987130839974,0.0,0.0,,0.0,,0.0,,0.0,10.1,8.0,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,49,7.4,176.2
PUUM,PUUM_045,NEON.PLA.D20.PUUM.00110,2023,25.0987130839974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,8.7,Live,False,ORIGINAL,Metrosideros polymorpha Gaudich.,MEPO5,Metrosideros,Myrtaceae,species,49,7.4,176.2
PUUM,PUUM_040,NEON.PLA.D20.PUUM.00120,2018,74.5001925274713,0.0,0.0,,5.368689609313461,,0.0,,0.0,15.4,9.3,Live,False,ORIGINAL,Ilex anomala Hook. & Arn.,ILAN,Ilex,Aquifoliaceae,species,33,1.7,333.9
PUUM,PUUM_040,NEON.PLA.D20.PUUM.00120,2021,92.4709429036184,0.0,0.0,5.990250125382365,5.368689609313461,0.0,0.0,0.0,0.0,16.8,11.9,Live,False,ORIGINAL,Ilex anomala Hook. & Arn.,ILAN,Ilex,Aquifoliaceae,species,33,1.7,333.9
PUUM,PUUM_040,NEON.PLA.D20.PUUM.00120,2022,95.2290783454417,0.0,0.0,2.7581354418233133,5.368689609313461,0.0,0.0,0.0,0.0,17.0,14.2,Live,False,ORIGINAL,Ilex anomala Hook. & Arn.,ILAN,Ilex,Aquifoliaceae,species,33,1.7,333.9
